32,1.06e-07,0.00022535,,
64,1.58e-07,0.00027421,,
128,2.552e-07,0.000268439,,
256,4.554e-07,0.00023207,,
512,8.502e-07,0.00016307,,
1024,1.8064e-06,8.02376e-05,,
2048,3.2616e-06,8.46262e-05,,
4096,6.424e-06,8.0505e-05,,
8192,1.27902e-05,8.03202e-05,,
16384,2.54648e-05,7.1591e-05,,
32768,5.08208e-05,7.19414e-05,,
65536,0.000101604,8.49e-05,,
131072,0.000204096,0.000108607,,
262144,0.000408089,0.00016,,
524288,0.000818129,0.000236687,,
1.04858e+06,0.00164657,0.00041294,,
2.09715e+06,0.00327847,0.000609814,,
4.1943e+06,0.00678305,0.000917298,,
8.38861e+06,0.0143885,0.00342721,,
1.67772e+07,0.0297289,0.00931747,,
3.35544e+07,0.0611965,0.0195459,,
6.71089e+07,0.123583,0.0363876,,
1.34218e+08,0.243825,0.0671166,,
2.68435e+08,0.479586,0.130699,,
5.36871e+08,0.956094,0.257875,,
1.07374e+09,1.89149,0.504726,,
