32,4.82e-08,0.00034886,,
64,7.86e-08,0.000636912,,
128,1.326e-07,0.000661744,,
256,2.266e-07,0.000639263,,
512,4.332e-07,0.000568387,,
1024,1.1842e-06,0.000358917,,
2048,1.6578e-06,0.000140208,,
4096,3.5158e-06,0.000127255,,
8192,6.5836e-06,0.000108218,,
16384,1.4768e-05,0.000119414,,
32768,2.7873e-05,0.000104552,,
65536,5.41628e-05,9.07296e-05,,
131072,0.000102298,9.06302e-05,,
262144,0.000224917,9.56312e-05,,
524288,0.00040672,0.000122026,,
1.04858e+06,0.000827785,0.000148998,,
2.09715e+06,0.0018959,0.000259938,,
4.1943e+06,0.00389138,0.000428715,,
8.38861e+06,0.00796379,0.000657608,,
1.67772e+07,0.0170383,0.00202453,,
3.35544e+07,0.0332015,0.00821167,,
6.71089e+07,0.0676305,0.0202084,,
1.34218e+08,0.147692,0.0427982,,
2.68435e+08,0.256946,0.0465134,,
5.36871e+08,0.517381,0.179343,,
1.07374e+09,1.10592,0.348262,,
